connections,foreign_conns,foreign_conns2,ccf,conns_new,time,ccf_old,account_age,agegroup,browserID,days,usage1,usage2,usage3,usage4,usage5,target
2,1,2,0,0,20,0,21,0,0,7,0,0,9.33333,0.0119048,0.0151515,0.119048
2,0,2,0,0,20,0,21,2,9,27,0.12,0,27,0.12,0,1.6
15,15,15,0.0571429,2,14,0.0576923,21,1,10043,13,0.0909091,0.272727,17.6667,0.200965,0.407359,6.26127
1,0,1,0,0,16,0,21,0,0,1,0,0,1,0,0,0
1,1,1,0,0,20,0,20,1,9,5,0,0,4,0.25,0,3.75
3,2,3,0,0,11,0,18,2,9,2,1,1,5.2,0.225,0.75,6
3,1,3,0,2,8,0,18,2,9,12,0,0.333333,6.5,0,0.420833,1.125
7,1,7,0.761905,0,17,0.761905,18,0,9,6,0,0,6.5,0,0.270833,0
8,6,7,0,0,17,0,20,0,10021,25,0.05,0.1,24.5,0.0202381,0.113209,0.202381
1,1,1,0,0,20,0,20,1,9,2,0,0.666667,2,0,0.666667,0
1,1,1,0,0,21,0,21,0,9,8,0,0,22.6,0.0206897,0,0.344828
8,0,5,0.928571,0,19,0.928571,21,0,9,2,0,0,4.66667,0.133333,0.133333,1.75
9,0,2,0.638889,0,18,0.638889,20,2,9,4,0,0.666667,14.8,0,0.751667,7.73333
7,5,7,0.047619,2,15,0,21,2,9,3,0.5,1,4.6,0.24,0.34,2.4
2,0,2,0,1,13,0,20,0,0,3,0,0,7,0,0.0142857,0.133333
3,0,1,0.666667,0,18,0.666667,20,2,9,14,0,0,16.6,0,0,0.39648
1,1,1,0,0,20,0,20,2,9,10,0.111111,0.111111,5.5,0.111111,0.111111,1.11111
1,0,1,0,0,17,0,17,0,0,1,1,0,1.25,0.5,0,5
1,0,1,0,0,20,0,20,0,9,2,0,0,1.75,0,0.5,3.33333
1,0,1,0,0,20,0,21,2,9,31,0,0,19.3333,0,0,0
2,2,2,0,0,16,0,20,2,9,1,0,0,7.66667,0.047619,0.463203,2.46753
3,3,3,0,1,8,0,19,0,0,16,0,0.846154,7.66667,0.0722222,0.791453,7.60684
7,0,6,0.5,0,17,0.566667,20,0,0,29,0.0344828,0.0689655,23.6667,0.136151,0.0882844,1.42103
1,0,0,0,0,18,0,18,0,9,1,0,0,1,0,0,0
2,0,1,0,0,20,0,20,1,9,5,0,0.5,5,0,0.5,7.5
4,1,2,0.666667,0,14,0.666667,18,3,0,9,0.777778,0,11,0.600855,0,6.00855
11,1,10,0.145455,2,12,0.194444,21,0,0,31,0.133333,0,23.5,0.232921,0.10554,2.32921
3,0,3,1,0,18,0.833333,20,0,0,26,0.037037,0,25.8333,0.0220988,0.00666667,0.220988
2,0,0,0,0,14,0,20,2,9,3,0,0,8.4,0,0.0635294,0.5
3,1,3,0,0,15,0,19,2,0,15,0.75,0.833333,8.8,0.400758,0.412121,4.00758
7,6,7,0.0714286,1,15,0.1,21,1,0,28,0,0.0384615,23.6667,0.0935607,0.144236,0.935607
4,1,2,0.166667,0,19,0.166667,20,0,9,4,0.5,0,4.6,0.390476,0.1,3.90476
7,0,1,0.52381,0,17,0.52381,19,1,9,5,0,0,9.33333,0.166667,0.134615,3.78205
3,0,2,0,2,8,0,21,2,0,4,0,0,5.33333,0,0.0833333,1.875
1,0,1,0,0,19,0,20,0,9,1,0,0,2.33333,0,0.166667,2.22222
1,0,1,0,0,20,0,20,0,0,28,0,0,23.6667,0.0680014,0,0.739538
6,2,2,0.533333,2,14,0.833333,19,0,10021,1,0,0,3,0,0.166667,2.08333
5,2,4,0.15,1,16,0.166667,19,0,9,8,0.0909091,0,6.66667,0.0667388,0.0793651,0.957792
10,1,6,0.4,8,9,0,18,1,0,1,0,0,4,0,0.4375,2.8125
3,2,3,0,0,16,0,18,1,9,5,0.307692,0,7.4,0.594757,0.150496,6.57839
4,0,0,0.333333,2,7,0,17,0,9,7,0,0.428571,6.83333,0.0142857,0.503571,5.59524
1,1,1,0,0,20,0,20,0,9,2,0,1,2,0,1,10
1,0,0,0,0,19,0,19,3,0,7,0.333333,0,17.25,0.10119,0,1.0119
4,0,0,0.666667,1,12,0.333333,19,1,9,2,1,1,1.66667,0.666667,0.666667,6.66667
3,0,2,1,1,12,1,18,0,9,24,0.541667,0.125,20.1667,0.71623,0.0616667,7.50397
15,0,14,0.190476,0,17,0.190476,20,0,9,6,0.142857,0,8.75,0.148719,0.156566,1.48719
2,2,2,0,0,19,0,20,0,0,23,0.047619,0,21.5,0.162293,0.0208333,1.62293
2,0,2,1,0,18,1,21,0,9,13,0,0,16.3333,0.0128205,0.025641,0.25641
15,5,5,0.142857,7,8,0.0714286,20,1,3,2,1,1,6.33333,0.572222,0.566667,6.92593
12,0,6,0.106061,3,14,0.138889,21,0,0,31,0.733333,1,25.3333,0.694973,0.913612,7.32219
1,0,1,0,0,18,0,18,0,9,8,0,0,19.4,0,0,0.444444
2,2,2,0,0,19,0,20,2,9,6,0,0.2,6,0,0.2,2
2,0,2,1,0,18,1,19,0,0,2,0.5,0,2.2,0.65,0,6.5
3,0,1,0,0,13,0,20,0,9,1,0,1,1,0,0.5,10
2,0,0,0,0,16,0,20,2,0,5,0,0.35,2.8,0,0.156362,0.479176
11,0,3,0.190909,0,17,0.190909,19,1,9,1,0,0,7,0,0.490741,2.96296
1,0,0,0,0,21,0,21,0,9,2,0,0,4,0,0,0.285714
5,1,4,0.1,2,13,0,20,1,0,14,0,0,8.5,0.260417,0.375,2.60417
9,7,7,0.25,4,14,0.1,21,0,9,3,0,0.5,4.4,0.2,0.316667,2
9,0,7,0.138889,0,19,0.138889,20,1,9,6,0,1,6,0,1,4
14,2,13,0.153846,0,15,0.19697,20,1,0,2,0,1,10.6,0.182143,0.95,2.2381
3,0,3,0.333333,0,17,0.333333,21,1,0,3,0,0,6.33333,0,0.0151515,0.939394
5,0,5,1,0,18,1,21,0,9,8,0,0.2,18.5,0,0.192593,0.740741
1,0,0,0,0,20,0,20,0,0,3,0,1,7.33333,0.199134,0.549784,3.07359
1,0,1,0,0,19,0,21,2,9,1,1,1,8,0.933333,0.833333,9.33333
2,1,1,1,0,19,1,20,2,0,23,0.272727,0,17.5,0.0454545,0.04155,1.70338
7,2,7,0.190476,2,13,0.4,20,1,0,28,0.322581,0.677419,28.1667,0.131374,0.742032,2.64598
6,0,3,0.0666667,1,13,0.1,18,1,9,16,0,0.3125,16.25,0,0.612216,6.8608
1,0,1,0,0,20,0,20,2,9,4,0.5,0,4,0.5,0,5
3,1,2,0.333333,0,19,0.333333,19,0,9,6,0,0,7.66667,0.333333,0,3.55556
4,4,4,0.166667,0,19,0.166667,20,2,9,13,0.1,0.2,13,0.1,0.2,1
2,2,2,1,0,19,1,20,2,9,19,0.0526316,0.157895,22,0.0287829,0.0832237,0.287829
2,1,2,0,0,16,0,17,2,0,25,0,0,23.4,0,0,0.825269
1,0,1,0,0,19,0,19,2,0,1,0,0,10.5,0.0333333,0.0333333,0.416667
1,0,1,0,0,20,0,20,0,0,1,0,1,5.66667,0.166667,1,3.33333
1,0,1,0,0,20,0,20,0,0,2,1,1,2.5,1,1,10
1,0,1,0,0,20,0,20,0,9,5,1,0,5,1,0,10
4,2,3,0.333333,0,15,0.333333,21,0,9,21,0,0.0357143,10.3333,0,0.0660395,8.72512
2,2,2,0,0,20,0,21,0,0,18,0.133333,0,7.75,0.383333,0,3.83333
10,0,5,0.0222222,0,18,0.0222222,19,2,0,12,0,0,12,0,0,0.5
6,1,4,0.0666667,3,9,0,20,0,10021,23,0,0.333333,8.66667,0.15,0.304545,2.93939
10,2,6,0.0444444,1,12,0.0416667,21,2,0,7,0,0,11.6667,0.305051,0.364141,4.86869
3,0,3,0.333333,2,10,0,19,2,3,24,0.130435,0,17,0.040426,0.0111111,0.40426
1,0,1,0,0,11,0,20,0,9,3,0,0.333333,2,0,0.444444,4.44444
5,1,5,0.6,0,14,0.6,20,0,0,31,0,0.0322581,21,0.0853175,0.0371224,1.11943
5,3,3,0.1,3,10,0,21,2,0,31,0.354839,0.129032,23.8333,0.199387,0.111058,2.85056
8,0,8,0.678571,0,18,0.642857,18,1,9,2,0,1,2,0,1,0
2,2,2,0,1,12,0,20,2,9,11,0,0,24.5,0,0,0.2849
3,2,2,0.333333,0,14,0.333333,20,2,0,7,0.5,0,10.5,0.335714,0.0661905,3.35714
2,1,2,0,0,19,0,21,0,0,9,0.555556,0.111111,4.5,0.584444,0.0622222,6.46667
2,0,0,1,0,15,1,20,2,0,10,0,0,17.3333,0.0454545,0.030303,0.454545
6,0,3,0.6,0,15,0.6,18,1,9,5,1,0,8.5,0.690238,0.128452,7.02738
1,1,1,0,0,17,0,19,0,0,2,0,0,11.25,0.0277778,0,0.555556
9,0,8,0.5,1,15,0.607143,19,1,9,6,0,0.714286,4.83333,0.23125,0.584821,4.82143
2,0,2,0,0,18,0,18,0,9,2,0,0,4,0,0.333333,0
3,0,3,0.333333,0,19,0.333333,21,0,9,1,0,0,4.75,0,0.025,0
3,0,1,0,1,12,0,19,0,9,2,0,1,2.2,0.1875,0.875,1.875
34,0,33,0.262923,9,11,0.211667,21,1,0,11,0,1,13.6667,0,0.863962,8.20139
13,10,13,0.128205,7,10,0.2,21,0,0,10,0.4,0.2,15.8333,0.356776,0.141077,4.02483
22,2,22,0.047619,1,16,0.047619,20,1,3,22,0.117647,0.470588,23.5,0.0964955,0.57671,1.03742
2,0,1,1,0,21,1,21,1,0,23,0.565217,0.913043,17.8333,0.81087,0.854674,9.38333
2,0,1,1,0,20,1,21,2,9,2,0,0,2,0,0.5,7.5
1,0,0,0,0,21,0,21,3,9,2,0,0,1.33333,0,0,0
3,1,1,0.333333,1,14,1,20,2,0,13,0.6,0.8,8.83333,0.412458,0.56532,5.07828
5,1,5,0.2,1,17,0.333333,21,1,9,3,0,1,17,0,0.88304,1.9107
5,1,5,0.3,2,12,0.333333,20,0,0,17,0.3125,0.0625,23.8333,0.371308,0.140972,4.97624
1,1,1,0,0,19,0,20,2,0,3,0.0909091,0,2.5,0.188312,0.142857,1.88312
1,0,0,0,0,18,0,20,1,0,4,0,0,5,0,0.142857,2.14286
1,0,0,0,0,21,0,21,0,9,2,0,1,2,0,1,10
1,0,0,0,0,17,0,17,1,9,2,0,0,1.66667,0,0,0
6,0,6,0.0666667,0,17,0.0666667,17,0,0,22,0.1,0,15.6667,0.0968627,0,1.20196
4,0,4,0.333333,0,19,0.25,19,0,0,3,0.333333,0.333333,8.83333,0.280556,0.325,3.58333
3,0,2,0.333333,1,14,1,21,1,10021,10,0,0.25,10.8333,0,0.371128,0.976852
8,0,1,0.238095,3,11,0.4,20,1,0,24,0,1,19.1667,0,0.659563,1.79025
1,0,1,0,0,20,0,21,0,9,12,0.0833333,0.0833333,12,0.0833333,0.0833333,0.833333
1,0,0,0,0,21,0,21,1,9,18,0,0.625,18,0,0.625,1.875
4,0,0,0.5,0,18,0.5,21,0,9,2,0,0.5,8.5,0,0.552083,0.46875
1,0,1,0,0,20,0,20,0,9,3,0,0,9,0,0,0
2,0,1,0,0,17,0,20,0,9,3,0,0,6,0.0833333,0.125,0.833333
1,0,0,0,1,1,0,20,0,0,3,0.5,0.5,3.25,0.166667,0.5,1.66667
6,6,6,0.266667,0,19,0.266667,20,1,9,8,0.4,0.4,8,0.4,0.4,6
8,3,7,0.107143,1,17,0.047619,20,2,0,3,0.25,0.5,4.5,0.304167,0.408333,3.45833
2,0,0,0,0,19,0,21,1,0,7,0,0.428571,12.5,0,0.380952,0.666667
1,1,1,0,0,19,0,20,0,9,13,0,0.285714,6,0,0.428571,4.28571
1,0,0,0,0,20,0,20,0,0,2,0,0.5,3,0.472222,0.5,4.72222
9,2,6,0.0416667,1,13,0.0357143,21,0,0,3,0.333333,0.25,6.66667,0.198182,0.312424,3.76364
2,0,0,0,0,18,0,19,0,9,7,0.333333,0.166667,7,0.333333,0.166667,3.33333
18,0,4,0.104575,0,19,0.104575,19,1,9,1,0,0.5,1.33333,0,0.5,0
1,0,0,0,0,20,0,20,1,9,4,0,0,3.33333,0,0.111111,0
2,1,1,0,0,21,0,21,2,9,1,0,0,7.83333,0.09375,0.138889,1.15972
2,1,1,1,1,13,0,20,1,9,26,0.0952381,0.47619,18.5,0.170635,0.522487,2.55291
3,1,2,0,1,10,0,19,2,9,3,1,1,3.5,0.333333,0.333333,3.33333
5,0,4,0.2,0,19,0.2,20,1,9,9,0.111111,0.222222,9,0.111111,0.222222,2.22222
1,0,1,0,0,18,0,18,1,9,2,0,0,1.33333,0,0,0
5,2,5,0.1,0,17,0.1,19,0,0,23,0.047619,0,17.3333,0.0713624,0,0.713624
6,0,6,0.533333,0,16,0.533333,17,2,9,23,0,0.521739,19.3333,0.0458974,0.592939,3.39496
3,0,0,0.666667,0,19,0.666667,20,3,0,2,0,0.5,4.5,0,0.125,1.14583
2,0,2,1,0,16,1,21,2,9,16,0.5,0,23.1667,0.128573,0.0398759,1.28573
7,0,6,0.047619,2,13,0.1,21,0,0,13,0.461538,0,12.1667,0.460524,0.0263158,4.69296
1,0,0,0,0,21,0,21,2,9,25,0,0,21.3333,0,0,0
1,0,1,0,0,18,0,21,0,9,2,0,0,4.5,0,0.0833333,0
1,0,0,0,0,20,0,20,0,9,1,0,0,6.5,0,0,0
6,0,2,0.533333,1,14,0.7,18,0,9,18,0.764706,0.588235,13.1667,0.637868,0.293641,7.61574
9,0,5,0.25,0,16,0.25,20,1,9,2,0,0,9.8,0,0.497179,2.16752
1,0,0,0,0,20,0,20,0,9,8,0,0,16.25,0.0979167,0.025,1.70833
2,0,2,1,0,19,1,20,0,0,11,0.166667,0,13.8,0.171119,0,1.91952
10,0,5,0.2,3,14,0.380952,21,0,0,10,0,0.222222,11,0,0.0797386,7.63235
5,0,5,0.8,0,19,0.75,21,2,9,3,0,0,15.75,0.0706173,0.0409699,0.814869
1,0,1,0,0,21,0,21,3,9,13,0,0,21.2,0.0628148,0.02,0.628148
2,1,1,1,0,18,1,21,2,9,3,0,1,2,0,1,4.58333
3,2,2,0,1,12,0,20,0,0,29,0,0.7,27.5,0,0.907407,6.52009
3,0,3,0,2,5,0,17,0,9,23,0,0,17.1667,0.136364,0.00757576,1.36364
2,0,2,0,0,18,0,21,2,9,5,0,0,7.83333,0.0238095,0,0.238095
2,0,1,0,0,19,0,20,1,9,21,0,0,17.1667,0.0180556,0.0490497,0.180556
2,0,1,1,0,16,1,17,2,3,4,0.5,0.5,2.5,0.5,0.5,5
2,2,2,1,0,19,1,19,1,9,19,0.944444,0.944444,7.5,0.314815,0.759259,5.27778
5,0,4,0.2,4,4,0,21,1,9,2,0,0.5,2,0,0.5,0
3,1,3,0,3,0,0,20,2,9,8,0.875,0.375,4,0.4375,0.4375,4.375
2,1,2,0,0,20,0,20,0,9,18,0,0.315789,17.8,0,0.0989226,1.20644
14,2,13,0.021978,9,8,0.1,18,0,9,26,0.125,0.5,20.5,0.0435606,0.533189,2.24477
5,0,4,0.4,1,16,0.5,21,0,9,10,0.25,0.375,16.6667,0.502646,0.156415,5.23479
3,0,2,0.333333,2,7,0,20,1,9,6,0,0,4,0.133333,0.316667,3.83333
33,29,33,0.445076,0,19,0.445076,20,1,9,4,0,0.333333,9.16667,0.0196078,0.381222,2.04374
3,0,3,0.333333,0,16,0.333333,18,0,9,10,0,0,14.8333,0.0155123,0,0.155123
1,1,1,0,1,0,0,19,0,0,13,0.0869565,0,10.5,0.0217391,0.01,0.217391
3,1,2,1,0,19,1,20,2,0,4,1,0,3.5,0.738889,0.211111,9.38889
2,1,2,0,2,1,0,21,2,9,2,0.107143,0.107143,2.4,0.109148,0.109148,1.09148
5,0,1,0.2,3,8,0,21,0,3,3,0.666667,1,2.8,0.333333,0.54,5.33333
1,0,0,0,0,20,0,20,0,3,9,0.222222,0.222222,13.8333,0.159392,0.0474537,1.69808
2,1,2,0,0,17,0,19,2,9,9,0.5,0.625,4.5,0.233333,0.341667,3.41667
3,3,3,0.333333,0,16,0.333333,21,0,0,1,0,0,4,0,0.0666667,0.333333
2,0,2,0,0,20,0,20,0,9,4,0,0.5,4,0,0.5,0
105,29,104,0.280861,8,15,0.286727,19,1,0,3,1,1,16.4,0.233566,1,7.80431
1,1,1,0,0,19,0,19,2,0,3,0.0769231,0.0769231,2.5,0.0384615,0.0384615,0.384615
6,0,6,0.6,0,19,0.6,20,1,0,2,0,0.0625,12.1667,0,0.117593,1.19907
3,0,2,0.333333,0,18,0.333333,20,1,9,3,0,0.5,7,0,0.5,5
1,0,1,0,0,17,0,19,0,9,4,0.25,0.25,9.66667,0.17803,0.342532,2.83009
3,1,2,0.333333,0,19,0.333333,20,1,9,4,0,1,4,0,1,0
1,0,0,0,0,19,0,20,0,9,6,0,0,7.5,0,0,0
3,1,1,0,1,10,0,20,0,9,4,0,0,4,0.194444,0.138889,1.94444
1,1,1,0,1,8,0,20,0,9,1,0,0,1,0,0,5
8,1,8,0.0357143,0,15,0.0357143,20,0,0,7,0,0,16,0,0.0777778,1.14286
29,0,20,0.327586,4,13,0.291667,19,0,0,22,0.227273,0.636364,22.6667,0.256639,0.837336,3.52329
2,1,1,0,1,9,0,20,1,0,14,0.214286,0.785714,15.1667,0.112707,0.259274,1.58148
4,0,3,0,0,16,0,20,0,9,5,0.8,0,5.16667,0.52,0.1,8.2
2,0,0,1,0,15,1,20,0,9,15,0,0.0666667,17.3333,0,0.243056,0
3,0,3,0.333333,0,14,0.333333,20,0,0,2,0,0,5.8,0.225,0,4.25
12,2,12,0.469697,1,17,0.563636,21,0,0,24,0.428571,0.952381,11.3333,0.200595,0.83998,6.93056
6,0,0,0.133333,2,10,0.333333,20,0,0,30,0,0.7,23.8333,0,0.475521,4.02563
2,0,2,0,0,14,0,20,0,9,1,0,0,1.66667,0.5,0,5
1,0,1,0,0,11,0,21,1,9,30,0.275862,0.275862,27,0.0685961,0.261784,0.817948
1,1,1,0,0,21,0,21,1,3,1,1,1,4.25,0.833333,0.895833,8.33333
4,0,2,0,2,8,0,20,0,9,11,0.272727,0.909091,8.33333,0.64319,0.730097,8.00799
12,0,12,0.757576,2,11,0.763889,21,0,9,11,0,1,8.33333,0,1,0.1
3,1,3,0,0,17,0,20,0,0,3,0.5,0,6.5,0.767857,0.0357143,7.67857
2,1,2,0,0,15,0,19,0,9,1,0,0,6.25,0.277778,0.381944,4.30556
9,0,3,0.194444,3,12,0.266667,19,0,0,24,0.04,0.56,24.2,0.0163333,0.71352,1.17923
8,0,4,0.0357143,0,16,0,21,0,9,4,0.25,0,4.5,0.125,0,2.5
1,0,1,0,0,21,0,21,2,9,30,0,0,29.8333,0,0,0.0617284
29,0,29,0.0652709,19,6,0.111111,21,1,10021,23,0.136364,0.454545,11.3333,0.134154,0.450316,1.79924
8,1,8,0.107143,4,10,0.166667,21,0,3,4,0,0.5,2.4,0.2,0.3,2
1,0,0,0,0,21,0,21,1,9,1,0,0,2.5,0,0.502778,6.69444
3,1,1,0,0,15,0,21,3,9,5,0,0,22.4,0.0516075,0.0242879,0.590149
1,0,1,0,0,21,0,21,0,9,1,0,0,1,0,0,10
1,1,1,0,0,9,0,20,0,9,1,0,0,11.75,0.275,0.025,2.75
5,0,4,0.4,0,14,0.4,19,0,9,25,0,0.16,23,0,0.574722,2.01389
6,0,4,0.0666667,1,13,0,21,0,0,2,1,0,4.2,0.453571,0.257143,4.53571
7,1,6,0.190476,0,18,0.142857,20,0,10021,14,0.0714286,1,7,0.0730159,0.855556,1.65476
10,0,7,0.0277778,3,10,0,20,1,0,7,0.666667,0.166667,9.16667,0.576389,0.328704,6.22685
4,0,4,0.166667,2,12,0,19,0,9,8,0,0.833333,3.16667,0.166667,0.513889,1.66667
5,2,3,0.4,0,15,0.35,19,0,0,8,0,0.285714,6.83333,0.0541667,0.525397,1.69643
1,0,0,0,0,20,0,20,0,9,7,0,0.125,7,0,0.125,1.25
5,2,4,0.4,3,6,1,18,0,9,6,0.25,0.166667,4.66667,0.375,0.583333,3.75
1,0,1,0,0,19,0,21,0,9,9,0,0.444444,17.5,0,0.482222,6.02222
11,3,9,0.0181818,2,13,0,21,1,9,1,1,0,12.8,0.724322,0.179341,7.39707
1,0,1,0,0,17,0,18,2,9,5,0.2,0,7.5,0.1,0,1
7,7,7,0.380952,1,16,0.466667,20,2,9,9,0.7,0,9.83333,0.619192,0.15404,7.01082
1,1,1,0,0,21,0,21,0,9,16,0,0.307692,18.8,0.375,0.0769231,3.75
2,0,0,0,0,21,0,21,1,9,2,0,0.5,1.75,0,0.75,2.5
11,0,10,0.0909091,0,18,0.0909091,21,0,3,30,0,0,24.6667,0.0185185,0.202447,0.185185
15,0,15,0.666667,1,13,0.692308,18,1,0,27,0,0.730769,24.8333,0.00537634,0.739746,1.45596
5,0,3,0.2,1,13,0.166667,20,1,0,25,0,0.4,15.8333,0,0.327736,4.93609
5,0,0,0.8,0,16,0.8,17,1,9,11,0.0625,0.875,6.5,0.53125,0.9375,5.9375
4,0,3,0.833333,0,21,0.833333,21,1,0,7,0,0.833333,13,0.0128205,0.848457,0.25641
8,8,8,0.107143,1,16,0.047619,21,2,9,31,0,0,29.3333,0,0.347953,1.53509
1,0,1,0,0,18,0,18,0,0,1,1,0,2,1,0,10
2,0,2,0,0,20,0,21,2,9,8,0.125,0.75,15.5,0.0625,0.541667,8.5119
3,0,3,0.666667,0,14,0.666667,17,0,3,4,0.666667,0.666667,2.5,0.666667,0.666667,6.66667
3,1,3,0,2,8,0,20,0,9,1,0,0,1,0,0,0
4,2,2,0.166667,1,16,0.333333,21,2,0,15,0.387097,0.83871,10.8333,0.154199,0.299408,2.28699
10,6,8,0.2,7,5,0.333333,18,0,0,27,0.464286,0.607143,13.3333,0.48619,0.301429,4.93333
9,3,9,0.194444,2,12,0.190476,18,1,0,27,0.148148,1,21.6667,0.0375119,0.99359,1.26159
6,0,4,0.0666667,0,20,0.0666667,21,1,9,1,0,0,2.5,0.166667,0.166667,3.33333
3,1,1,1,0,19,1,21,0,9,1,0,1,5.25,0,0.95,0.416667
14,1,10,0.252747,3,14,0.272727,20,2,0,18,0,0.967742,14.6667,0,0.980475,6.90955
1,0,1,0,0,17,0,18,0,0,31,0,0.516129,25.1667,0,0.168958,2.17755
1,0,0,0,0,11,0,20,3,9,5,0,0,11.6667,0,0,5.33991
2,0,0,1,0,21,1,21,1,9,3,0,1,3,0,1,10
3,0,3,1,0,17,1,20,1,9,5,0,0.4,5,0,0.325,7.75
8,4,4,0.0357143,0,18,0.0357143,21,0,9,7,1,0,4.33333,0.625,0.125,7.5
15,0,14,0.047619,3,12,0.0606061,21,0,9,2,0,0,4.6,0.483333,0.483333,4.83333
4,2,2,1,0,15,1,17,2,9,5,0,0,8.66667,0.115385,0.211538,2.30769
3,0,3,0.333333,0,18,0.333333,21,1,9,12,0,0.0833333,19,0,0.0416667,2.86667
4,4,4,0.666667,0,16,0.666667,21,0,9,3,0,0.666667,6.5,0,0.522321,0.833333
1,0,0,0,0,21,0,21,0,0,2,0,0,9.66667,0.0238095,0,0.238095
3,0,0,0,0,20,0,20,2,9,17,0,0.0625,6,0.125,0.28125,3.75
3,0,0,0,0,20,0,21,1,9,10,0,0.571429,10,0,0.571429,0
1,0,1,0,0,18,0,18,0,9,1,0,0,1.5,0,0.25,5
3,0,2,0.666667,1,12,1,20,2,10043,12,0.5,0.3,12.5,0.351925,0.195195,4.68668
7,3,6,0.380952,0,17,0.380952,19,1,9,8,0.142857,0.142857,12.5,0.155291,0.129365,1.55291
6,2,6,0.266667,3,10,0.666667,21,3,9,2,0,0,5.66667,0.145833,0,1.73611
2,0,0,1,0,21,1,21,0,3,23,0,0,25.3333,0,0,0.137486
1,1,1,0,0,21,0,21,1,9,1,0,0,2,0.5,0.5,5
4,0,4,0,0,17,0,21,3,0,31,0.827586,0.206897,27.5,0.558566,0.199234,6.00248
1,0,0,0,0,19,0,19,0,9,2,0,0,2,0.0625,0,0.625
2,0,0,0,0,14,0,20,1,9,16,0.125,0.9375,10.4,0.075,0.904167,0.875
2,0,2,0,1,10,0,20,0,9,4,0.5,0,8.2,0.113333,0,1.13333
2,0,2,1,0,18,1,18,0,9,2,0,1,2,0,1,0
2,0,0,0,0,16,0,18,0,9,17,0.0588235,0.117647,12,0.151611,0.0785189,1.51611
16,8,15,0.0916667,4,13,0.0757576,21,0,0,31,0,1,26.3333,0,0.928571,1.87951
1,0,1,0,0,20,0,20,1,0,1,0,0,1,0,0,0
3,0,0,0.666667,0,19,0.666667,20,3,9,6,0,0,6,0,0,3.33333
5,0,5,0,2,13,0,20,1,9,3,0,1,8.25,0.0882353,0.872549,1.47059
2,0,2,1,0,20,1,20,0,3,1,0,0,2.2,0.05,0.5,0.5
4,1,4,0.333333,0,13,0.333333,21,2,9,2,1,1,5.5,0.386667,0.426667,5.06667
2,0,1,0,0,20,0,20,1,9,4,0,0,4,0,0,0
3,0,3,0,0,15,0,18,2,9,20,0,0,19.5,0.0462963,0.0740741,0.462963
9,9,9,0.125,1,15,0.107143,21,0,0,14,0.8125,0.1875,15.6667,0.773116,0.415613,8.50666
5,1,5,0.9,0,18,0.9,21,2,0,18,0,0,14.4,0.0505263,0.17764,0.505263
3,1,3,0.666667,0,18,0.666667,19,1,9,9,0,0.571429,9,0,0.571429,4.28571
1,1,1,0,0,20,0,20,0,9,9,0.142857,0,8.5,0.0714286,0.0833333,2.38095
30,0,5,0.247126,5,13,0.275362,21,1,9,9,0.222222,1,11.6,0.149444,0.758333,7.02778
6,1,6,0.133333,1,16,0.2,21,0,9,2,1,1,2,0.5,0.5,5
1,1,1,0,0,16,0,21,3,0,3,0,0,3.75,0.125,0.0833333,1.875
53,14,15,0.177431,28,10,0.253333,21,1,0,15,0.428571,0.714286,19.6667,0.415945,0.846159,5.84271
2,2,2,0,0,20,0,20,0,9,4,0,0,4,0,0,3.33333
3,3,3,0.333333,1,14,1,20,0,0,1,0,0,9.66667,0.425071,0.444872,4.7849
4,1,4,0.166667,0,18,0.166667,21,0,9,3,0,0,18.3333,0.131963,0.0128205,1.44783
1,0,1,0,0,19,0,19,0,9,3,0,0,11.6667,0,0.0247253,0.119048
3,0,3,0.666667,0,11,0.666667,19,0,0,12,0,0.0454545,7.5,0,0.136805,1.249
4,4,4,0,3,8,0,18,1,2,9,0,0,3.8,0,0.233333,0.333333
21,2,9,0.0190476,1,17,0.0210526,20,1,0,20,0.047619,0.380952,15.5,0.00793651,0.172619,0.0793651
14,4,14,0.032967,0,14,0.032967,17,2,9,2,1,1,5.75,0.90625,0.609821,9.0625
17,3,16,0.0808824,2,14,0.047619,18,1,0,12,0,0.222222,13.1667,0.0359848,0.216916,0.359848
2,0,2,1,0,19,1,20,3,9,31,0.266667,0,26,0.31222,0,3.34634
3,0,3,1,0,21,1,21,0,9,20,0,0.1875,20,0,0.1875,1.25
2,0,2,0,0,18,0,21,1,0,1,0,1,3,0,0.875,2.5
1,0,1,0,1,1,0,21,2,9,17,0,0,19.3333,0,0.0370879,5.71735
3,0,3,0.666667,0,16,0.666667,19,0,9,4,0,0.75,2.8,0.2,0.316667,2.5
1,1,1,0,0,14,0,18,2,9,18,0,0,12.5,0,0,0
4,1,4,0,0,14,0,20,0,0,1,0,0,6.25,0,0.125,0
9,2,4,0.166667,0,14,0.166667,20,0,9,11,0,0.555556,9.33333,0,0.516402,2.74471
1,0,1,0,0,21,0,21,1,9,4,0,0.333333,4,0,0.333333,0
1,0,1,0,0,20,0,20,1,9,14,0,0.0833333,9.66667,0.15873,0.0753968,1.5873
1,0,1,0,0,19,0,19,0,9,18,0.208333,0.0416667,15.75,0.234659,0.0808712,2.45076
2,1,2,1,0,18,1,20,1,0,24,0,0,16.1667,0,0.0133333,0.272222
3,2,2,0,0,15,0,19,2,9,28,0,0,21,0.0719697,0.0151515,1.25982
