age,workclass,education,occupation,capital.gain,capital.loss,native.country,salaries,jobsatisfaction,male,female
40,Federal-gov, Some-college, Farming-fishing,0,0,United-States,38841,8,1,NA
34,Private, Bachelors, Machine-op-inspct,0,0,United-States,11594,7,NA,1
32,Private, Masters, Prof-specialty,0,1590,United-States,24665,11,NA,1
70,Private, Some-college, Sales,0,0,United-States,28295,15,NA,1
23,Private, HS-grad, Other-service,0,0,United-States,29538,7,1,NA
30,Private, HS-grad, Craft-repair,0,0,United-States,38909,5,1,NA
57,Private, HS-grad, Craft-repair,0,0,United-States,38028,3,1,NA
34,Self-emp-not-inc, Prof-school, Prof-specialty,0,0,United-States,72751,9,1,NA
24,Private, 10th, Other-service,0,0,Mexico,32527,10,1,NA
41,Local-gov, Bachelors, Prof-specialty,0,0,United-States,76687,14,1,NA
38,Self-emp-not-inc, 7th-8th, Sales,0,0,Mexico,34240,11,1,NA
48,Private, Assoc-acdm, Adm-clerical,0,0,United-States,23684,3,NA,1
43,Private, Bachelors, Machine-op-inspct,0,0,United-States,41375,9,1,NA
18,Private, Some-college, Other-service,0,0,United-States,39580,12,NA,1
35,Private, Bachelors, Exec-managerial,0,0,United-States,69656,5,1,NA
42,Private, HS-grad, Machine-op-inspct,0,0,United-States,24651,9,1,NA
30,Private, Some-college, Other-service,0,0,United-States,43145,9,NA,1
42,Private, Bachelors, Tech-support,0,0,United-States,56516,15,1,NA
48,Private, Some-college, Handlers-cleaners,0,0,United-States,24943,7,1,NA
70,Private, HS-grad, Other-service,0,0,United-States,36409,7,NA,1
37,Private, 9th, Craft-repair,0,0,United-States,24367,5,1,NA
51,Private, Assoc-voc, Prof-specialty,0,0,United-States,42178,10,NA,1
35,Private, HS-grad, Handlers-cleaners,0,0,Mexico,24741,5,1,NA
59,Self-emp-not-inc, Bachelors, Prof-specialty,99999,0,United-States,63877,12,1,NA
57,Private, Bachelors, Exec-managerial,0,0,United-States,83786,5,1,NA
26,Private, HS-grad, Craft-repair,0,0,United-States,23433,3,1,NA
26,Private, 5th-6th, Craft-repair,0,0,Mexico,33073,0,1,NA
19,Private, HS-grad, Handlers-cleaners,0,0,United-States,47347,8,1,NA
34,Private, HS-grad, Machine-op-inspct,0,0,United-States,32504,8,NA,1
56,Private, Bachelors, Exec-managerial,8614,0,United-States,61640,7,NA,1
25,Private, Bachelors, Adm-clerical,0,0,United-States,30249,4,NA,1
46,Self-emp-not-inc, Prof-school, Prof-specialty,0,2415,United-States,68794,13,1,NA
22,Private, HS-grad, Other-service,0,0,United-States,36272,8,1,NA
32,Private, Assoc-voc, Other-service,0,0,NA,31314,6,NA,1
72,Self-emp-not-inc, Some-college, Sales,0,0,United-States,39491,15,1,NA
36,Private, HS-grad, Craft-repair,0,0,United-States,50122,9,1,NA
28,Private, HS-grad, Exec-managerial,0,0,United-States,62890,6,NA,1
76,NA, 9th,NA,0,0,United-States,37541,0,1,NA
37,Private, HS-grad, Prof-specialty,0,0,United-States,37817,8,1,NA
42,Private, Bachelors, Exec-managerial,0,0,United-States,65957,5,1,NA
44,Private, Some-college, Machine-op-inspct,0,0,United-States,43039,7,1,NA
33,Private, Some-college, Prof-specialty,7298,0,United-States,56627,15,NA,1
NA,State-gov, Doctorate, Prof-specialty,0,0,United-States,25656,9,1,NA
28,Private, Some-college, Exec-managerial,0,0,United-States,35734,4,1,NA
69,Private, Bachelors, Handlers-cleaners,0,0,United-States,32387,12,1,NA
20,Private, Some-college, Other-service,0,0,United-States,13562,8,1,NA
33,Private, Some-college, Sales,0,0,United-States,30870,13,1,NA
47,Private, HS-grad, Other-service,0,0,United-States,69670,9,1,NA
50,Local-gov, HS-grad, Craft-repair,0,1977,United-States,64668,4,1,NA
22,Private, Some-college, Prof-specialty,0,0,United-States,42461,12,1,NA
20,Private, HS-grad, Craft-repair,0,0,United-States,23856,6,1,NA
42,Local-gov, Bachelors, Prof-specialty,0,0,United-States,24393,10,1,NA
23,Private, HS-grad, Tech-support,0,0,Vietnam,20473,15,1,NA
24,NA, HS-grad,NA,0,0,Germany,33080,2,1,NA
32,Private, Some-college, Exec-managerial,0,0,United-States,24841,2,NA,1
41,Private, Bachelors, Sales,0,0,United-States,42694,12,1,NA
35,Private, HS-grad, Craft-repair,0,0,United-States,40490,4,1,NA
40,Private, Masters, Exec-managerial,0,0,United-States,69220,4,1,NA
25,Private, Some-college, Machine-op-inspct,0,0,United-States,43387,11,1,NA
34,State-gov, Doctorate, Tech-support,0,0,China,55246,13,1,NA
23,Private, Assoc-voc, Transport-moving,0,0,South-Korea,30766,15,1,NA
30,Local-gov, Masters, Prof-specialty,0,0,United-States,78926,13,1,NA
55,Local-gov, Masters, Prof-specialty,0,0,United-States,38397,12,NA,1
26,Private, Masters, Prof-specialty,0,1669,United-States,40783,14,NA,1
42,NA, HS-grad,NA,0,0,Dominican-Republic,32476,0,1,NA
39,Private, Masters, Prof-specialty,0,0,United-States,41885,12,1,NA
52,Private, HS-grad, Transport-moving,0,0,United-States,72532,15,1,NA
42,Private, Some-college, Exec-managerial,0,0,Canada,26788,3,1,NA
25,Private, Bachelors, Sales,3325,0,United-States,29420,13,1,NA
27,Private, Bachelors, Sales,0,0,United-States,42898,10,1,NA
30,Self-emp-not-inc, 7th-8th, Craft-repair,0,0,United-States,34464,3,1,NA
23,State-gov, Bachelors, Prof-specialty,10520,0,United-States,52194,9,1,NA
47,Self-emp-not-inc, Bachelors, Sales,0,1887,United-States,63219,14,1,NA
58,NA, Bachelors,NA,0,0,United-States,38641,0,1,NA
18,Private, HS-grad, Other-service,0,0,United-States,35734,11,NA,1
52,Private, Some-college, Adm-clerical,0,0,United-States,34527,4,NA,1
24,Private, HS-grad, Sales,0,0,United-States,20708,14,NA,1
58,Self-emp-inc, HS-grad, Sales,0,0,United-States,66208,14,1,NA
35,Private, HS-grad, Adm-clerical,0,0,United-States,20204,2,1,NA
31,Private, Assoc-voc, Farming-fishing,0,0,United-States,27116,7,1,NA
46,Private, Some-college, Craft-repair,3103,0,United-States,75047,5,1,NA
43,Private, Masters, Prof-specialty,5178,0,United-States,79974,11,1,NA
21,Private, HS-grad, Other-service,0,0,United-States,27155,10,NA,1
52,Private, Some-college, Exec-managerial,0,1740,United-States,33816,3,1,NA
24,Private, Bachelors, Sales,0,0,United-States,35381,13,NA,1
22,Private, HS-grad, Machine-op-inspct,0,0,United-States,25781,8,NA,1
39,Private, Some-college, Adm-clerical,0,0,Mexico,33367,2,1,NA
34,State-gov, HS-grad, Transport-moving,0,0,United-States,38409,14,1,NA
58,Private, Bachelors, Prof-specialty,0,0,United-States,61488,10,1,NA
26,Private, Bachelors, Adm-clerical,0,0,United-States,44491,4,1,NA
29,Private, HS-grad, Handlers-cleaners,0,0,United-States,17836,5,1,NA
67,NA, Bachelors,NA,0,0,United-States,40108,2,1,NA
28,Private, Assoc-acdm, Adm-clerical,0,0,Haiti,32641,1,NA,1
62,Local-gov, Some-college, Machine-op-inspct,0,0,United-States,24735,6,1,NA
54,Private, 5th-6th, Transport-moving,0,0,United-States,68947,15,1,NA
36,Private, Some-college, Exec-managerial,0,0,United-States,22525,5,1,NA
18,Private, 12th, Handlers-cleaners,0,0,United-States,34696,7,1,NA
25,Private, Assoc-voc, Craft-repair,0,0,United-States,35879,1,1,NA
48,Private, Some-college, Craft-repair,0,0,United-States,25548,7,NA,1
56,Private, 10th, Craft-repair,0,0,NA,30770,5,1,NA
30,Private, Prof-school, Tech-support,0,0,United-States,37669,15,NA,1
41,Local-gov, HS-grad, Exec-managerial,0,0,United-States,33810,6,NA,1
59,Private, HS-grad, Tech-support,0,0,United-States,60550,12,1,NA
36,Private, 11th, Craft-repair,0,0,United-States,38410,5,1,NA
30,Private, HS-grad, Sales,0,0,United-States,29842,13,NA,1
27,Private, HS-grad, Handlers-cleaners,0,0,United-States,20722,8,1,NA
19,NA, HS-grad,NA,0,0,United-States,39205,2,NA,1
30,Private, Bachelors, Other-service,0,0,China,37684,8,1,NA
47,Private, Assoc-voc, Sales,0,0,United-States,30522,14,NA,1
39,Private, HS-grad, Sales,0,0,United-States,58354,15,1,NA
31,Private, HS-grad, Adm-clerical,0,0,United-States,28591,1,1,NA
44,Private, Assoc-acdm, Adm-clerical,0,0,United-States,15402,4,NA,1
37,Private, HS-grad, Other-service,0,0,United-States,28544,9,NA,1
28,Private, Some-college, Craft-repair,0,0,United-States,39049,4,1,NA
38,Private, HS-grad, Craft-repair,0,0,United-States,27375,6,1,NA
26,Private, HS-grad, Machine-op-inspct,0,0,United-States,31012,11,NA,1
44,Private, Some-college, Exec-managerial,0,0,United-States,67221,8,1,NA
40,Private, Some-college, Sales,4386,0,United-States,31876,15,1,NA
53,State-gov, HS-grad, Other-service,0,0,United-States,69099,11,NA,1
31,Private, Some-college, Exec-managerial,0,0,United-States,28071,5,1,NA
18,Private, HS-grad, Adm-clerical,0,0,United-States,35575,2,NA,1
43,Self-emp-inc, HS-grad, Farming-fishing,0,0,United-States,28393,7,1,NA
30,Private, HS-grad, Craft-repair,0,0,United-States,17686,5,1,NA
19,State-gov, HS-grad, Adm-clerical,0,0,United-States,36044,2,NA,1
36,Private, HS-grad, Craft-repair,0,0,United-States,53508,7,1,NA
19,NA, Some-college,NA,0,0,United-States,30644,4,1,NA
25,Private, Masters, Prof-specialty,0,0,United-States,28248,15,NA,1
36,Private, 11th, Craft-repair,0,0,United-States,34036,5,1,NA
22,Private, Some-college, Other-service,0,0,United-States,37609,8,NA,1
42,Federal-gov, Bachelors, Prof-specialty,0,0,United-States,45418,8,1,NA
33,State-gov, Some-college, Tech-support,0,0,United-States,25547,15,NA,1
38,Private, HS-grad, Craft-repair,0,0,United-States,14835,2,1,NA
21,NA, Some-college,NA,3781,0,United-States,31628,0,NA,1
33,State-gov, HS-grad, Other-service,0,0,United-States,25775,5,1,NA
52,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,37611,5,1,NA
30,Private, Some-college, Sales,0,0,United-States,33529,11,1,NA
18,State-gov, Some-college, Adm-clerical,0,0,United-States,32140,0,1,NA
24,State-gov, Some-college, Other-service,0,0,NA,31212,9,1,NA
17,Private, 10th, Other-service,0,0,Mexico,32673,9,1,NA
48,Private, Some-college, Adm-clerical,0,0,United-States,38132,7,NA,1
66,NA, 7th-8th,NA,0,0,United-States,40126,3,1,NA
46,Local-gov, Some-college, Tech-support,0,0,United-States,37059,13,NA,1
55,Private, HS-grad, Exec-managerial,0,0,United-States,72841,8,1,NA
28,Private, Bachelors, Sales,0,0,United-States,26623,13,NA,1
33,Private, HS-grad, Other-service,0,0,United-States,29029,11,NA,1
44,Private, HS-grad, Sales,0,0,United-States,27331,12,1,NA
43,Private, HS-grad, Exec-managerial,0,0,United-States,24692,5,NA,1
42,Private, Some-college, Exec-managerial,0,0,United-States,28026,5,NA,1
39,Private, Assoc-voc, Exec-managerial,0,0,United-States,30745,5,NA,1
23,Private, 10th, Handlers-cleaners,0,0,United-States,35480,6,1,NA
20,State-gov, Some-college, Other-service,0,0,United-States,21036,5,NA,1
29,Private, Some-college, Craft-repair,0,0,United-States,68055,4,1,NA
54,Self-emp-not-inc, Some-college, Sales,0,0,United-States,31062,14,1,NA
34,Private, Assoc-voc, Adm-clerical,0,0,United-States,28551,2,NA,1
30,Private, Bachelors, Sales,0,0,United-States,63348,7,1,NA
59,Private, 11th, Sales,0,0,United-States,29603,12,1,NA
40,Private, 7th-8th, Farming-fishing,0,0,United-States,43647,10,NA,1
37,Private, HS-grad, Craft-repair,0,0,United-States,44610,4,1,NA
45,Private, HS-grad, Craft-repair,0,0,United-States,23402,6,1,NA
55,Self-emp-not-inc, Masters, Prof-specialty,7298,0,United-States,70585,11,1,NA
49,Local-gov, Some-college, Protective-serv,0,0,United-States,63372,9,1,NA
67,NA, Masters,NA,0,0,United-States,31241,1,1,NA
49,Self-emp-not-inc, Assoc-acdm, Exec-managerial,0,0,United-States,22740,0,1,NA
30,Federal-gov, HS-grad, Adm-clerical,0,0,United-States,66538,5,1,NA
56,Federal-gov, Some-college, Adm-clerical,0,0,United-States,38211,3,NA,1
29,Private, Some-college, Prof-specialty,0,0,United-States,41091,10,NA,1
33,Private, HS-grad, Craft-repair,0,0,United-States,28321,5,1,NA
25,Private, Some-college, Sales,0,0,United-States,33169,12,1,NA
28,Private, Assoc-voc, Tech-support,0,0,United-States,81518,13,1,NA
23,Private, HS-grad, Machine-op-inspct,0,0,United-States,30865,4,1,NA
39,Self-emp-not-inc, HS-grad, Farming-fishing,0,0,United-States,26514,6,NA,1
37,Self-emp-not-inc, Bachelors, Tech-support,0,0,United-States,66872,11,1,NA
39,Private, Masters, Prof-specialty,0,0,United-States,67750,15,NA,1
32,Federal-gov, Bachelors, Adm-clerical,0,0,United-States,57413,2,1,NA
26,Private, Bachelors, Exec-managerial,0,0,United-States,36222,4,NA,1
57,Federal-gov, Some-college, Adm-clerical,0,0,United-States,30204,0,1,NA
36,Private, 9th, Sales,0,0,United-States,59299,12,1,NA
30,Private, Bachelors, Sales,0,0,United-States,61918,12,1,NA
27,Private, HS-grad, Craft-repair,0,0,United-States,20895,3,1,NA
21,Private, Some-college, Craft-repair,0,0,United-States,39019,4,1,NA
22,Private, HS-grad, Machine-op-inspct,0,0,United-States,38172,8,1,NA
43,Local-gov, HS-grad, Craft-repair,0,0,United-States,23711,2,1,NA
20,Private, Some-college, Adm-clerical,0,0,United-States,33850,3,1,NA
30,Private, HS-grad, Exec-managerial,0,0,United-States,56947,4,1,NA
57,Private, Masters, Tech-support,0,0,United-States,71739,15,1,NA
42,Private, Assoc-voc, Prof-specialty,0,0,United-States,37011,12,NA,1
29,Private, Assoc-voc, Other-service,0,0,Columbia,15793,9,NA,1
44,Local-gov, HS-grad, Protective-serv,0,0,United-States,68189,14,1,NA
28,Private, Assoc-acdm, Exec-managerial,0,0,United-States,29917,3,NA,1
42,Private, HS-grad, Handlers-cleaners,0,0,United-States,88601,9,1,NA
26,Private, Bachelors, Other-service,0,0,United-States,43998,7,1,NA
29,Private, Some-college, Prof-specialty,0,0,United-States,41574,11,NA,1
42,Private, Bachelors, Adm-clerical,0,0,United-States,47405,1,1,NA
30,Private, HS-grad, Transport-moving,0,0,United-States,20745,15,1,NA
21,State-gov, Some-college, Other-service,0,0,United-States,40325,5,NA,1
59,Private, HS-grad, Exec-managerial,0,0,United-States,74980,2,1,NA
21,NA, Some-college,NA,0,0,United-States,23949,0,1,NA
56,Private, HS-grad, Transport-moving,0,0,United-States,25436,15,1,NA
39,Private, Preschool, Other-service,0,0,United-States,40412,11,NA,1
21,Private, Some-college, Adm-clerical,0,0,United-States,33706,3,1,NA
48,Private, Bachelors, Prof-specialty,0,0,United-States,59180,11,1,NA
35,State-gov, HS-grad, Protective-serv,0,0,United-States,30363,14,1,NA
43,Private, Bachelors, Exec-managerial,0,0,United-States,64519,5,1,NA
23,Private, Assoc-voc, Other-service,0,0,United-States,26898,8,NA,1
17,NA, 10th,NA,0,0,United-States,34828,5,1,NA
41,Private, Bachelors, Exec-managerial,0,0,Japan,56893,4,1,NA
35,Self-emp-inc, Masters, Adm-clerical,0,0,United-States,38660,2,1,NA
22,Private, Some-college, Sales,0,0,United-States,40539,15,1,NA
53,Private, HS-grad, Adm-clerical,0,0,United-States,17332,1,NA,1
42,Private, Some-college, Machine-op-inspct,0,0,United-States,36595,8,NA,1
36,Private, HS-grad, Adm-clerical,0,0,United-States,22841,1,NA,1
44,Local-gov, Bachelors, Prof-specialty,0,0,United-States,30984,11,1,NA
27,Private, Bachelors, Adm-clerical,0,0,Cuba,62277,0,NA,1
39,Self-emp-not-inc, HS-grad, Exec-managerial,0,0,United-States,24145,4,1,NA
59,Private, 9th, Machine-op-inspct,0,0,United-States,31153,6,1,NA
34,Local-gov, Some-college, Other-service,0,0,United-States,33592,7,1,NA
17,Private, 12th, Sales,0,0,United-States,29774,11,NA,1
31,Private, HS-grad, Craft-repair,0,0,United-States,21242,4,1,NA
59,Private, Some-college, Exec-managerial,0,0,United-States,18671,3,1,NA
39,Private, Some-college, Adm-clerical,0,0,United-States,19734,0,NA,1
46,State-gov, Bachelors, Prof-specialty,0,0,United-States,74483,9,1,NA
31,Private, HS-grad, Other-service,0,0,Italy,41906,9,NA,1
27,Private, Bachelors, Sales,0,1504,United-States,39226,14,1,NA
18,Private, 11th, Handlers-cleaners,0,0,United-States,27761,2,1,NA
46,Private, Some-college, Exec-managerial,0,0,United-States,59350,5,1,NA
55,Private, Bachelors, Adm-clerical,0,0,United-States,66844,0,1,NA
48,Private, Bachelors, Handlers-cleaners,0,0,United-States,29016,10,1,NA
53,Private, HS-grad, Sales,0,0,United-States,22812,10,NA,1
44,Self-emp-not-inc, Bachelors, Exec-managerial,0,0,South-Korea,65950,4,1,NA
43,Private, Some-college, Transport-moving,0,0,United-States,27779,15,1,NA
50,Private, HS-grad, Adm-clerical,0,0,United-States,23949,3,NA,1
56,Private, 7th-8th, Machine-op-inspct,0,0,Yugoslavia,32909,6,NA,1
27,Private, HS-grad, Machine-op-inspct,0,0,Mexico,49538,6,1,NA
20,Private, HS-grad, Adm-clerical,0,0,United-States,32906,2,NA,1
18,Local-gov, 10th, Protective-serv,0,0,United-States,21294,13,NA,1
34,Private, HS-grad, Craft-repair,0,1848,United-States,68466,4,1,NA
38,Private, Some-college, Adm-clerical,0,0,United-States,33222,4,NA,1
40,Self-emp-inc, Bachelors, Craft-repair,0,0,United-States,44016,3,1,NA
55,Private, Some-college, Protective-serv,0,0,United-States,27823,8,1,NA
35,Self-emp-not-inc, HS-grad, Craft-repair,0,0,United-States,59808,4,NA,1
26,Private, HS-grad, Machine-op-inspct,0,0,United-States,33637,10,1,NA
54,State-gov, Bachelors, Exec-managerial,0,0,Puerto-Rico,70217,4,1,NA
22,Private, HS-grad, Adm-clerical,0,0,United-States,29091,3,1,NA
52,Local-gov, HS-grad, Adm-clerical,0,0,United-States,24728,3,NA,1
33,Private, 10th, Handlers-cleaners,0,0,United-States,34650,5,1,NA
42,Private, Masters, Prof-specialty,0,0,United-States,60739,9,1,NA
19,Without-pay, HS-grad, Farming-fishing,0,0,United-States,511.435011401772,6,1,NA
45,Private, Some-college, Craft-repair,0,0,United-States,36244,6,1,NA
53,Self-emp-not-inc, HS-grad, Craft-repair,3103,0,United-States,21956,4,1,NA
46,Private, HS-grad, Adm-clerical,0,1590,United-States,30317,2,NA,1
25,Private, Some-college, Craft-repair,0,0,United-States,28201,3,1,NA
90,Private, Bachelors, Prof-specialty,0,0,United-States,13370,9,1,NA
33,Private, HS-grad, Sales,0,0,United-States,38706,8,NA,1
45,Private, Some-college, Protective-serv,0,0,United-States,38730,13,1,NA
47,Private, HS-grad, Sales,0,0,United-States,68138,11,1,NA
38,Local-gov, Masters, Prof-specialty,0,0,United-States,18537,11,1,NA
35,NA, Prof-school,NA,4787,0,Japan,58429,0,1,NA
37,Private, HS-grad, Farming-fishing,0,0,United-States,30173,5,1,NA
53,State-gov, Masters, Exec-managerial,0,0,United-States,73664,6,1,NA
56,Private, Bachelors, Prof-specialty,0,0,United-States,64558,10,1,NA
18,Private, 11th, Handlers-cleaners,0,0,United-States,39018,8,1,NA
44,Private, HS-grad, Craft-repair,0,0,NA,27710,2,1,NA
50,Private, Some-college, Tech-support,0,0,United-States,24051,11,NA,1
26,Private, Bachelors, Adm-clerical,0,0,United-States,30519,2,1,NA
36,Private, Some-college, Tech-support,0,0,United-States,26064,15,NA,1
37,Private, 11th, Handlers-cleaners,0,0,United-States,19101,6,NA,1
32,Private, Bachelors, Exec-managerial,0,0,United-States,47896,5,NA,1
38,Self-emp-not-inc, Assoc-acdm, Sales,0,0,United-States,19508,12,1,NA
62,Private, HS-grad, Other-service,0,0,United-States,35828,9,NA,1
46,Private, HS-grad, Craft-repair,0,0,United-States,22856,3,1,NA
41,Private, HS-grad, Machine-op-inspct,2174,0,United-States,24940,11,1,NA
37,Private, HS-grad, Farming-fishing,0,0,United-States,19980,3,1,NA
27,Private, Some-college, Adm-clerical,0,0,NA,39900,0,NA,1
38,Private, Assoc-acdm, Adm-clerical,0,0,United-States,36829,2,1,NA
35,Private, 12th, Sales,0,0,United-States,32428,15,NA,1
34,Private, Bachelors, Exec-managerial,0,0,United-States,21700,6,NA,1
50,Private, HS-grad, Handlers-cleaners,0,0,United-States,11775,6,1,NA
28,Private, Some-college, Adm-clerical,7298,0,United-States,65308,4,NA,1
67,Local-gov, Bachelors, Adm-clerical,6360,0,United-States,14530,2,NA,1
34,Self-emp-not-inc, Some-college, Exec-managerial,0,0,United-States,43824,7,1,NA
19,Private, Some-college, Sales,0,0,United-States,16861,15,NA,1
23,Private, HS-grad, Adm-clerical,0,0,United-States,25953,5,1,NA
50,Private, HS-grad, Machine-op-inspct,0,0,United-States,76023,10,1,NA
45,Local-gov, Masters, Exec-managerial,7688,0,United-States,63652,5,1,NA
17,Private, 12th, Other-service,0,0,United-States,43220,8,1,NA
59,NA, HS-grad,NA,0,0,United-States,81615,0,NA,1
25,Private, HS-grad, Adm-clerical,0,0,United-States,20626,3,NA,1
21,Private, Some-college, Prof-specialty,0,0,United-States,33625,11,NA,1
50,Private, Prof-school, Prof-specialty,0,0,United-States,76711,13,1,NA
17,Private, 10th, Sales,0,0,United-States,27660,15,NA,1
63,Private, HS-grad, Adm-clerical,0,0,United-States,20921,2,NA,1
31,Local-gov, Masters, Prof-specialty,0,0,United-States,19519,11,1,NA
45,Private, HS-grad, Transport-moving,0,0,United-States,39108,13,1,NA
25,Private, HS-grad, Machine-op-inspct,0,0,United-States,37500,2,1,NA
20,Private, 12th, Farming-fishing,0,0,United-States,34588,6,1,NA
31,Private, Some-college, Sales,0,0,NA,33693,14,NA,1
NA,Private, Doctorate, Prof-specialty,0,0,France,35089,8,1,NA
56,Private, Some-college, Craft-repair,0,0,United-States,65335,3,1,NA
47,Private, HS-grad, Farming-fishing,0,0,United-States,34131,5,NA,1
69,Private, HS-grad, Other-service,0,0,United-States,17296,7,NA,1
42,Private, Bachelors, Prof-specialty,0,0,United-States,34036,11,NA,1
19,Private, HS-grad, Handlers-cleaners,0,0,Guatemala,23730,5,NA,1
56,Self-emp-not-inc, Some-college, Farming-fishing,0,0,United-States,24515,5,1,NA
33,Private, Bachelors, Adm-clerical,0,1902,United-States,57942,5,1,NA
61,Federal-gov, Masters, Prof-specialty,0,0,United-States,35081,9,NA,1
38,Private, HS-grad, Other-service,0,0,United-States,18962,9,NA,1
50,Self-emp-not-inc, HS-grad, Craft-repair,99999,0,United-States,72387,3,1,NA
39,Private, Some-college, Exec-managerial,0,0,United-States,65099,4,1,NA
35,Self-emp-not-inc, HS-grad, Transport-moving,0,0,United-States,27528,11,1,NA
27,Private, Some-college, Adm-clerical,0,0,United-States,19732,2,NA,1
40,Self-emp-inc, Some-college, Farming-fishing,0,0,United-States,66404,7,1,NA
59,State-gov, Doctorate, Prof-specialty,0,0,United-States,59206,10,1,NA
20,NA, Some-college,NA,0,0,United-States,25087,4,NA,1
42,Federal-gov, HS-grad, Tech-support,0,0,United-States,60458,13,1,NA
59,Private, Some-college, Adm-clerical,0,0,United-States,27905,4,1,NA
54,Self-emp-inc, Doctorate, Prof-specialty,0,0,United-States,70284,13,1,NA
38,Private, Some-college, Exec-managerial,0,1902,United-States,62679,3,1,NA
53,Private, Bachelors, Sales,0,0,United-States,35953,11,1,NA
20,Private, Some-college, Exec-managerial,0,0,United-States,18342,6,NA,1
54,Federal-gov, Some-college, Exec-managerial,0,0,United-States,77599,8,1,NA
41,Self-emp-not-inc, Masters, Exec-managerial,0,0,United-States,70932,4,1,NA
33,Local-gov, HS-grad, Tech-support,0,0,United-States,29082,15,NA,1
35,Private, HS-grad, Exec-managerial,0,0,United-States,33394,3,NA,1
22,Private, HS-grad, Handlers-cleaners,0,0,Portugal,31782,8,1,NA
45,Self-emp-not-inc, Bachelors, Farming-fishing,0,1485,United-States,64792,8,1,NA
29,Private, Masters, Prof-specialty,0,0,United-States,14291,12,1,NA
56,Self-emp-not-inc, Masters, Sales,0,2339,United-States,24991,13,NA,1
23,Private, Bachelors, Prof-specialty,0,0,United-States,23712,11,NA,1
30,Private, HS-grad, Other-service,0,0,United-States,16207,9,NA,1
17,Private, 11th, Priv-house-serv,0,0,United-States,31341,9,NA,1
35,Local-gov, Some-college, Adm-clerical,0,0,United-States,35115,4,NA,1
25,Private, 1st-4th, Priv-house-serv,0,0,Guatemala,34178,10,NA,1
42,State-gov, Assoc-voc, Protective-serv,0,0,United-States,64685,14,1,NA
42,Private, HS-grad, Other-service,0,0,United-States,29116,9,1,NA
19,Private, HS-grad, Handlers-cleaners,0,0,United-States,20728,9,1,NA
32,Private, Assoc-acdm, Adm-clerical,0,0,United-States,31777,3,NA,1
44,Private, Some-college, Adm-clerical,0,0,United-States,35740,5,NA,1
53,Private, Some-college, Craft-repair,0,0,United-States,75315,7,1,NA
47,Self-emp-not-inc, Bachelors, Exec-managerial,0,0,Thailand,30924,6,NA,1
24,Private, Some-college, Handlers-cleaners,0,0,United-States,28271,7,1,NA
30,State-gov, Some-college, Prof-specialty,0,0,United-States,57855,15,NA,1
42,Private, HS-grad, Sales,0,0,United-States,25983,14,NA,1
19,Private, HS-grad, Other-service,0,0,United-States,36363,10,NA,1
37,Self-emp-not-inc, 11th, Farming-fishing,0,0,United-States,36355,7,1,NA
26,Self-emp-not-inc, 10th, Farming-fishing,0,0,United-States,30804,10,1,NA
25,Local-gov, HS-grad, Farming-fishing,0,1719,United-States,37737,8,1,NA
52,Private, Some-college, Sales,0,0,United-States,25786,11,1,NA
50,Local-gov, HS-grad, Transport-moving,0,0,United-States,20311,15,1,NA
40,Private, Prof-school, Prof-specialty,99999,0,NA,74188,9,1,NA
32,Private, HS-grad, Handlers-cleaners,0,0,United-States,19307,12,1,NA
37,Private, HS-grad, Transport-moving,0,0,United-States,25151,15,1,NA
42,Local-gov, Masters, Prof-specialty,0,1741,United-States,26628,12,NA,1
47,Private, HS-grad, Craft-repair,0,0,United-States,39080,5,1,NA
47,Private, Some-college, Handlers-cleaners,0,0,United-States,30423,8,1,NA
28,Private, Bachelors, Exec-managerial,0,0,United-States,67851,5,NA,1
27,Private, Bachelors, Exec-managerial,0,0,South-Korea,25325,8,NA,1
61,Self-emp-not-inc, HS-grad, Transport-moving,0,0,United-States,41980,15,1,NA
47,Private, 5th-6th, Handlers-cleaners,0,0,Mexico,30665,8,1,NA
30,Private, Assoc-acdm, Machine-op-inspct,0,0,United-States,25020,8,NA,1
54,Private, HS-grad, Machine-op-inspct,0,0,United-States,72274,7,NA,1
56,Local-gov, Prof-school, Adm-clerical,0,0,Philippines,70378,1,1,NA
69,Private, Some-college, Adm-clerical,0,0,United-States,28133,5,NA,1
30,Private, HS-grad, Transport-moving,0,0,United-States,74574,15,1,NA
36,Private, Some-college, Craft-repair,0,0,Canada,59638,3,1,NA
42,Self-emp-not-inc, 11th, Farming-fishing,0,0,United-States,32023,3,1,NA
45,Federal-gov, Bachelors, Prof-specialty,0,0,United-States,68201,9,1,NA
39,Private, Bachelors, Prof-specialty,7688,0,United-States,60997,10,NA,1
26,Private, 11th, Adm-clerical,0,0,United-States,31583,4,NA,1
28,Local-gov, Bachelors, Protective-serv,0,0,United-States,67330,14,1,NA
31,Private, Masters, Sales,0,0,United-States,68172,13,1,NA
32,Private, 5th-6th, Farming-fishing,0,0,Mexico,26986,9,1,NA
51,Private, HS-grad, Exec-managerial,0,0,United-States,22475,5,NA,1
29,Private, HS-grad, Sales,0,0,United-States,34874,13,1,NA
38,Local-gov, Masters, Prof-specialty,0,2258,United-States,40932,10,NA,1
64,Private, Some-college, Exec-managerial,0,0,United-States,18236,5,NA,1
26,State-gov, Some-college, Protective-serv,0,0,United-States,23475,9,1,NA
